"semana","SKU","Descripcion","Familia","Codigo_familia","Subfamilia","Unidad_medida","clasificacion_ABC","nivel_servicio_objetivo","lambda_sku","costo_unitario","margen_bruto","precio_venta","factor_estacional","demanda_semanal","inventario_inicial","unidades_recibidas","ventas","demanda_insatisfecha","quiebre_stock","devoluciones","inventario_final","posicion_inventario","punto_reorden","stock_seguridad","pedido_realizado","cantidad_pedida","lead_time_pedido","valor_inventario_final","costo_mantener_sem","costo_faltante_sem","costo_ordenar_sem"
26,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,0.8863,11,34,29,11,0,0,0,52,52,42.5,19.25,0,0,NA,7537.79,36.24,0,0
27,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,0.9683,22,52,0,22,0,0,0,30,30,42.5,19.25,1,36,1.037,4348.72,20.91,0,20000
28,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,0.9889,19,30,35,19,0,0,1,46,46,42.5,19.25,0,0,NA,6668.04,32.06,0,0
29,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,0.8896,8,46,1,8,0,0,0,39,39,42.5,19.25,1,27,1.017,5653.34,27.18,0,20000
30,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,0.9822,20,39,25,20,0,0,0,44,44,42.5,19.25,0,0,NA,6378.13,30.66,0,0
31,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.0207,49,44,0,44,5,1,0,0,0,42.5,19.25,1,66,0.7,0,0,1278.39,20000
32,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.0896,31,0,63,31,0,0,0,32,32,42.5,19.25,1,34,0.536,4638.64,22.3,0,20000
33,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.1694,35,32,33,35,0,0,1,30,30,42.5,19.25,1,36,0.823,4348.72,20.91,0,20000
34,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.0708,25,30,35,25,0,0,1,40,40,42.5,19.25,1,26,0.746,5798.3,27.88,0,20000
35,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.0652,14,40,26,14,0,0,0,52,52,42.5,19.25,0,0,NA,7537.79,36.24,0,0
36,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.0367,34,52,0,34,0,0,1,18,18,42.5,19.25,1,48,0.442,2609.23,12.54,0,20000
37,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.1316,31,18,47,31,0,0,0,34,34,42.5,19.25,1,32,0.629,4928.55,23.69,0,20000
38,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.1655,62,34,31,62,0,0,0,3,3,42.5,19.25,1,63,1.142,434.87,2.09,0,20000
39,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.0823,30,3,58,30,0,0,0,31,31,42.5,19.25,1,35,0.565,4493.68,21.6,0,20000
40,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.0932,33,31,33,33,0,0,0,31,31,42.5,19.25,1,35,0.446,4493.68,21.6,0,20000
41,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.1639,19,31,33,19,0,0,0,45,45,42.5,19.25,0,0,NA,6523.08,31.36,0,0
42,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.1491,15,45,0,15,0,0,0,30,30,42.5,19.25,1,36,1.086,4348.72,20.91,0,20000
43,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.3127,21,30,34,21,0,0,0,43,43,42.5,19.25,0,0,NA,6233.17,29.97,0,0
44,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.2236,45,43,0,43,2,1,1,0,0,42.5,19.25,1,66,0.462,0,0,511.35,20000
45,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.0455,17,0,58,17,0,0,1,41,41,42.5,19.25,1,25,0.775,5943.25,28.57,0,20000
46,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.0892,32,41,25,32,0,0,0,34,34,42.5,19.25,1,32,0.637,4928.55,23.69,0,20000
47,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.1264,31,34,30,31,0,0,2,33,33,42.5,19.25,1,33,1.533,4783.59,23,0,20000
48,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.1482,14,33,2,14,0,0,0,21,53,42.5,19.25,0,0,NA,3044.11,14.64,0,0
49,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.1078,9,21,32,9,0,0,0,44,44,42.5,19.25,0,0,NA,6378.13,30.66,0,0
50,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.2199,27,44,0,27,0,0,0,17,17,42.5,19.25,1,49,1.368,2464.28,11.85,0,20000
51,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.0337,12,17,47,12,0,0,0,52,52,42.5,19.25,0,0,NA,7537.79,36.24,0,0
52,"FER-ANC-001","Chazo Plástico 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,23.2576,144.96,0.6382,400.63,1.1994,25,52,0,25,0,0,0,27,27,42.5,19.25,1,39,1.756,3913.85,18.82,0,20000
1,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.9714,83,268,0,83,0,0,0,185,185,171.91,76.12,0,0,NA,61678.75,296.53,0,0
2,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.0344,84,185,0,84,0,0,1,101,101,171.91,76.12,1,167,1.329,33673.26,161.89,0,20000
3,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.0068,72,101,161,72,0,0,1,190,190,171.91,76.12,0,0,NA,63345.74,304.55,0,0
4,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.046,97,190,1,97,0,0,2,94,94,171.91,76.12,1,174,0.96,31339.47,150.67,0,20000
5,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.0482,33,94,170,33,0,0,1,231,231,171.91,76.12,0,0,NA,77015.09,370.26,0,0
6,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.9549,69,231,1,69,0,0,0,163,163,171.91,76.12,1,105,1.256,54343.98,261.27,0,20000
7,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.9754,117,163,98,117,0,0,0,144,144,171.91,76.12,1,124,0.499,48009.4,230.81,0,20000
8,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.9348,64,144,115,64,0,0,1,195,195,171.91,76.12,0,0,NA,65012.74,312.56,0,0
9,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.8977,65,195,1,65,0,0,1,131,131,171.91,76.12,1,137,1.733,43675.22,209.98,0,20000
10,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.968,133,131,1,132,1,1,0,0,135,171.91,76.12,1,133,0.619,0,0,212.27,20000
11,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.8739,93,0,262,93,0,0,2,169,169,171.91,76.12,1,99,0.446,56344.37,270.89,0,20000
12,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.8807,104,169,96,104,0,0,0,161,161,171.91,76.12,1,107,0.74,53677.18,258.06,0,20000
13,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.8447,81,161,101,81,0,0,1,181,181,171.91,76.12,0,0,NA,60345.15,290.12,0,0
14,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.7989,98,181,1,98,0,0,3,84,84,171.91,76.12,1,184,0.84,28005.49,134.64,0,20000
15,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.8211,121,84,178,121,0,0,0,141,141,171.91,76.12,1,127,1.584,47009.21,226.01,0,20000
16,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.8481,33,141,0,33,0,0,0,108,228,171.91,76.12,0,0,NA,36007.05,173.11,0,0
17,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.8327,66,108,120,66,0,0,0,162,162,171.91,76.12,1,106,0.699,54010.58,259.67,0,20000
18,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.9158,87,162,102,87,0,0,1,177,177,171.91,76.12,0,0,NA,59011.56,283.71,0,0
19,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.8491,62,177,1,62,0,0,1,116,116,171.91,76.12,1,152,0.905,38674.24,185.93,0,20000
20,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.8274,82,116,142,82,0,0,1,176,176,171.91,76.12,0,0,NA,58678.16,282.11,0,0
21,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.848,116,176,1,116,0,0,1,61,61,171.91,76.12,1,207,0.529,20337.32,97.78,0,20000
22,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.9512,81,61,176,81,0,0,1,156,156,171.91,76.12,1,112,1.054,52010.19,250.05,0,20000
23,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.0148,100,156,105,100,0,0,0,161,161,171.91,76.12,1,107,1.483,53677.18,258.06,0,20000
24,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.8426,27,161,103,27,0,0,0,237,237,171.91,76.12,0,0,NA,79015.48,379.88,0,0
25,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.8759,96,237,0,96,0,0,1,141,141,171.91,76.12,1,127,1.536,47009.21,226.01,0,20000
26,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.9352,79,141,1,79,0,0,1,63,179,171.91,76.12,0,0,NA,21004.11,100.98,0,0
27,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.0224,54,63,117,54,0,0,0,126,126,171.91,76.12,1,142,1.263,42008.23,201.96,0,20000
28,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.9573,126,126,137,126,0,0,0,137,137,171.91,76.12,1,131,1.719,45675.61,219.59,0,20000
29,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.9762,68,137,0,68,0,0,3,69,192,171.91,76.12,0,0,NA,23004.51,110.6,0,0
30,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.9548,60,69,126,60,0,0,1,135,135,171.91,76.12,1,133,0.382,45008.82,216.39,0,20000
31,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.0119,129,135,131,129,0,0,2,137,137,171.91,76.12,1,131,0.51,45675.61,219.59,0,20000
32,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.1352,156,137,128,156,0,0,1,109,109,171.91,76.12,1,159,1.501,36340.45,174.71,0,20000
33,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.0374,90,109,1,90,0,0,2,20,175,171.91,76.12,0,0,NA,6667.97,32.06,0,0
34,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,0.9725,84,20,157,84,0,0,0,93,93,171.91,76.12,1,175,0.592,31006.07,149.07,0,20000
35,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.1637,200,93,163,200,0,0,1,56,56,171.91,76.12,1,212,0.252,18670.32,89.76,0,20000
36,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.1013,124,56,206,124,0,0,0,138,138,171.91,76.12,1,130,1.373,46009.01,221.2,0,20000
37,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.1548,145,138,120,145,0,0,3,113,113,171.91,76.12,1,155,1.749,37674.05,181.13,0,20000
38,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.158,88,113,3,88,0,0,0,28,178,171.91,76.12,0,0,NA,9335.16,44.88,0,0
39,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.1537,164,28,150,164,0,0,2,14,14,171.91,76.12,1,254,0.234,4667.58,22.44,0,20000
40,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.2017,104,14,248,104,0,0,0,158,158,171.91,76.12,1,110,0.443,52676.99,253.25,0,20000
41,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.1955,141,158,100,141,0,0,1,117,117,171.91,76.12,1,151,0.411,39007.64,187.54,0,20000
42,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.1028,127,117,138,127,0,0,2,128,128,171.91,76.12,1,140,0.803,42675.03,205.17,0,20000
43,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.1758,140,128,136,140,0,0,0,124,124,171.91,76.12,1,144,0.639,41341.43,198.76,0,20000
44,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.1966,103,124,139,103,0,0,0,160,160,171.91,76.12,1,108,2.341,53343.78,256.46,0,20000
45,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.2564,75,160,0,75,0,0,1,85,185,171.91,76.12,0,0,NA,28338.88,136.24,0,0
46,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.1409,109,85,101,109,0,0,0,77,77,171.91,76.12,1,191,1.427,25671.7,123.42,0,20000
47,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.1184,94,77,185,94,0,0,1,168,168,171.91,76.12,1,100,0.75,56010.97,269.28,0,20000
48,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.2087,102,168,99,102,0,0,3,165,165,171.91,76.12,1,103,2.473,55010.78,264.47,0,20000
49,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.0744,66,165,3,66,0,0,0,102,203,171.91,76.12,0,0,NA,34006.66,163.49,0,0
50,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.0829,233,102,101,203,30,1,1,0,0,171.91,76.12,1,268,0.862,0,0,6368.01,20000
51,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.1591,164,0,252,164,0,0,2,88,88,171.91,76.12,1,180,1.37,29339.08,141.05,0,20000
52,"FER-ANC-002","Chazo Plástico 3/8""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,95.7886,333.4,0.389,545.67,1.0115,109,88,165,109,0,0,0,144,144,171.91,76.12,1,124,1.339,48009.4,230.81,0,20000
1,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,1.0822,25,59,0,25,0,0,1,34,34,38.06,17.29,1,25,1.153,98372.56,472.94,0,20000
2,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,1.0314,17,34,25,17,0,0,0,42,42,38.06,17.29,0,0,NA,121519.04,584.23,0,0
3,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.9632,18,42,0,18,0,0,0,24,24,38.06,17.29,1,35,1.137,69439.45,333.84,0,20000
4,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.9733,21,24,32,21,0,0,0,35,35,38.06,17.29,1,24,1.206,101265.87,486.86,0,20000
5,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.9503,16,35,23,16,0,0,0,42,42,38.06,17.29,0,0,NA,121519.04,584.23,0,0
6,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,1.0172,26,42,0,26,0,0,0,16,16,38.06,17.29,1,43,0.944,46292.97,222.56,0,20000
7,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.9421,20,16,40,20,0,0,0,36,36,38.06,17.29,1,23,1.244,104159.18,500.77,0,20000
8,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.961,12,36,22,12,0,0,0,46,46,38.06,17.29,0,0,NA,133092.28,639.87,0,0
9,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.9366,19,46,0,19,0,0,0,27,27,38.06,17.29,1,32,0.973,78119.38,375.57,0,20000
10,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.8646,8,27,30,8,0,0,1,49,49,38.06,17.29,0,0,NA,141772.21,681.6,0,0
11,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.9153,21,49,1,21,0,0,0,29,29,38.06,17.29,1,30,1.41,83906,403.39,0,20000
12,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.9698,17,29,29,17,0,0,0,41,41,38.06,17.29,0,0,NA,118625.73,570.32,0,0
13,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.8003,42,41,0,41,1,1,0,0,0,38.06,17.29,1,59,0.581,0,0,2778.06,20000
14,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.9205,7,0,57,7,0,0,0,50,50,38.06,17.29,0,0,NA,144665.52,695.51,0,0
15,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.8399,16,50,0,16,0,0,0,34,34,38.06,17.29,1,25,0.379,98372.56,472.94,0,20000
16,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.8105,16,34,23,16,0,0,0,41,41,38.06,17.29,0,0,NA,118625.73,570.32,0,0
17,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.8345,21,41,0,21,0,0,0,20,20,38.06,17.29,1,39,0.75,57866.21,278.2,0,20000
18,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.827,14,20,37,14,0,0,0,43,43,38.06,17.29,0,0,NA,124412.35,598.14,0,0
19,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.8458,7,43,0,7,0,0,0,36,36,38.06,17.29,1,23,0.167,104159.18,500.77,0,20000
20,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.9978,26,36,22,26,0,0,1,32,32,38.06,17.29,1,27,0.627,92585.94,445.12,0,20000
21,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.8432,11,32,27,11,0,0,1,48,48,38.06,17.29,0,0,NA,138878.9,667.69,0,0
22,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.795,29,48,1,29,0,0,0,20,20,38.06,17.29,1,39,0.681,57866.21,278.2,0,20000
23,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.8168,16,20,36,16,0,0,0,40,40,38.06,17.29,0,0,NA,115732.42,556.41,0,0
24,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.9106,15,40,0,15,0,0,0,25,25,38.06,17.29,1,34,1.126,72332.76,347.75,0,20000
25,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.9085,14,25,33,14,0,0,0,44,44,38.06,17.29,0,0,NA,127305.66,612.05,0,0
26,"FER-ANC-003","Anclaje Expansivo 1/4""","Tornillería y Consumibles","FER","Anclajes y chazos","caja","C",0.9,20.7663,2893.31,0.4898,5671.37,0.8965,21,44,0,21,0,0,0,23,23,38.06,17.29,1,36,1.823,66546.14,319.93,0,20000
